Year,Month,BCEMAN Monthly Sum,OCEMAN Monthly Sum,SO2EMAN Monthly Sum,SO4EMAN Monthly Sum
1986,11,5.232240196059999e-09,1.2031612563423002e-08,2.732794686136e-07,1.2887886452769998e-08
1986,12,5.227375117119997e-09,1.204398386226e-08,2.730907245200999e-07,1.2878905934819998e-08
1987,1,5.22242642839e-09,1.2056540782064e-08,2.728925125989e-07,1.2869770430040002e-08
1987,2,5.2177200350399995e-09,1.2068499673773004e-08,2.7271391243540004e-07,1.28611026473e-08
1987,3,5.2130151388600005e-09,1.2080450478724998e-08,2.725342751934999e-07,1.28524178403e-08
1987,4,5.208148654060001e-09,1.2092818323309997e-08,2.723515095248e-07,1.2843438990680004e-08
1987,5,5.203286129459998e-09,1.2105173992812996e-08,2.7216805811260004e-07,1.283445342552e-08
1987,6,5.1984162173600014e-09,1.2117540951470997e-08,2.719867296838e-07,1.2825470624829993e-08
1987,7,5.199666830530001e-09,1.2122232690021003e-08,2.7233062781150013e-07,1.2840427527479996e-08
1987,8,5.209392781189998e-09,1.2116371316009002e-08,2.7338065021789997e-07,1.2888735074979997e-08
1987,9,5.219014724289999e-09,1.2110552266594005e-08,2.7441065404699987e-07,1.293646009937e-08
1987,10,5.228640556710001e-09,1.2104725248086997e-08,2.7543453602269986e-07,1.2984187034220004e-08
1987,11,5.2382632954800005e-09,1.209890196477e-08,2.7646728645890005e-07,1.3031931376120004e-08
1987,12,5.24788687778e-09,1.2093076131650004e-08,2.775003848199999e-07,1.3079651388640004e-08
1988,1,5.2576668811700005e-09,1.2087155070484995e-08,2.785434898817001e-07,1.3128156611049999e-08
1988,2,5.267137084900001e-09,1.2081421189408997e-08,2.7956554854369997e-07,1.317511380459e-08
1988,3,5.276603790399999e-09,1.2075689247717997e-08,2.8058546142650004e-07,1.322207295193e-08
1988,4,5.2862248283600005e-09,1.2069881996087997e-08,2.8162444566949985e-07,1.3269792811880002e-08
1988,5,5.295849883830001e-09,1.2064042287336004e-08,2.826640723764e-07,1.3317516184679998e-08
1988,6,5.305473287399998e-09,1.2058220874532e-08,2.8370746951930004e-07,1.3365250724500001e-08
1988,7,5.314075226239998e-09,1.2063520112245e-08,2.840107757036001e-07,1.3378366933759999e-08
1988,8,5.32152082347e-09,1.2082962943440996e-08,2.8336181273679995e-07,1.3347905710550002e-08
1988,9,5.328845747250001e-09,1.2102151855403004e-08,2.827118129586e-07,1.3317757711619994e-08
1988,10,5.336166531159998e-09,1.2121336313902998e-08,2.8205714220960003e-07,1.3287597045030002e-08
1988,11,5.34348846155e-09,1.2140519947511996e-08,2.8141230076090013e-07,1.3257446992309996e-08
