Date,Auto Gas,Basic Chemicals,Fuel Oil,Manufacturing,Pave Roof PC,Petrol Coal,Total Population,Profit,Working Population
2017-04-01,114.70217589845693,115.33994913233731,127.0856905969567,100.64260558538314,124.61004866050864,115.1517071793141,97.41817406181526,627705.7605499347,205421300.0
2017-07-01,113.15008776454961,107.42292424433599,118.51041260241905,99.80223289314526,128.46018405180888,113.02636019864859,97.59299063120416,640649.8774151435,205644300.0
2017-10-01,112.6998980056369,111.56407011803186,123.637339055794,100.70621108725905,115.99609108742102,110.0287227667532,97.75766425970703,579530.4749347259,205754000.0
2018-01-01,107.16784050933188,108.41162911649118,111.29608856808429,100.33177869885745,98.36798594857856,103.35170580172336,97.87669465422267,602770.1513458405,206284300.0
2018-04-01,110.17007854744757,111.05108504344676,120.50636461178307,102.2769469559117,122.12395730043954,111.73208615452435,98.00646463320591,625915.2088233304,206404700.0
2018-07-01,110.4134729108697,112.60995984470561,121.75648653921188,101.98562175628192,132.8038411810541,114.7522058671589,98.15980203365966,611070.0461317287,206578700.0
2018-10-01,112.87458510410777,109.86754879806891,123.89558134998049,101.13494817301697,107.13083807717089,110.48200522106887,98.30359313680889,611559.0604005463,206763300.0
2019-01-01,110.67752436048634,106.39583501777794,117.97990635973468,99.86753854208389,96.28828373768958,106.13521053030354,98.40681247641393,607468.4533574281,206164300.0
2019-04-01,114.31732540131159,101.45723459750842,120.20349687865783,100.1131597883217,116.28228547976737,114.19654086967302,98.51927979153274,611428.9345724935,206266000.0
2019-07-01,112.26351705977811,100.07763599378129,114.4140167772142,99.34269314295688,125.89270006270905,115.73260963900233,98.66366753826351,625560.5703735865,206260000.0
2019-10-01,107.16278850455605,97.7497312115999,104.93879243074521,98.68263604801815,104.67574249966637,104.18134604390382,98.80656367604044,631717.6109865953,206389300.0
2020-01-01,93.6651789448158,96.78542222649958,94.36768435427234,97.50753440172575,100.63262966210293,95.50329588582527,98.90471154520247,591493.5111645178,205689300.0
2020-04-01,72.87415849037116,88.95176860389219,87.08337397580961,85.0177540357241,96.5725265437263,80.17258456685103,98.95781282395882,540834.836077292,205724700.0
2020-07-01,87.64801672325846,94.21154423447133,84.05079496683575,93.80751434999128,97.05055039038902,85.45614095508365,99.00912417197058,746107.8987137333,205726300.0
2020-10-01,87.61781696137629,102.77819354611283,81.83854369879049,95.63717261543124,102.24463995385074,85.50165655285471,99.06073384177311,696813.7313869968,205744000.0
2021-01-01,88.0091789313438,91.16631084668555,83.01136363636364,95.8029869583719,101.8067958253273,86.41869115104592,99.04432614328098,751119.6104144369,205393300.0
2021-04-01,102.17084645217349,108.90816375347507,97.40221420210692,98.04018047561114,118.13617767471362,101.67302883986197,99.09235595159431,829527.7775768534,205291700.0
2021-07-01,104.08735253057723,107.18254642142831,99.19149921966446,97.85256424680735,116.09895116585757,102.86613262065973,99.19110046433788,817384.4521238512,205203000.0
2021-10-01,102.82771933980399,108.51100318853123,102.65021459227468,98.95205935313405,107.4902743557254,100.16748748114422,99.28208861052151,800583.5052219802,205131300.0
2022-01-01,96.86074036568654,107.91363967890311,99.17894069449864,100.09905856856618,87.42073474354576,95.22557359434086,99.3384714289763,757419.0703934667,207374700.0
2022-04-01,101.08511449246154,104.74687448679809,102.11470932500976,101.3060629744473,100.56214295656716,101.57108712572582,99.43661929813833,819588.0445165811,207239700.0
2022-07-01,100.2144856694271,101.24147647713318,103.78450546234882,100.78251768777999,101.85879986051899,101.73331221027544,99.56847752965692,784384.1900668023,207214000.0
2022-10-01,98.53183127875782,95.81529403898249,102.55511119781505,99.72992663865425,94.76616121537907,97.42332674385766,99.69944079580321,741851.5786232938,207226300.0
2023-01-01,95.76703746510607,99.61937380346146,94.95061939133828,99.86773855938539,85.3057891798889,93.96634545842775,99.80266013540826,720261.0,208517300.0
2023-04-01,101.9087035376944,99.79831427777683,99.92525848614905,100.83562228132733,100.57006410100033,101.85729537611671,99.91811066843472,725715.0,208599000.0
2023-07-01,101.97988067164718,100.57674450875719,101.99180647678503,99.77633065260146,106.7607254735108,103.26243792231766,100.06607827665468,754451.0,208737700.0
2023-10-01,100.3443783255523,100.00556741000449,103.13231564572766,99.52030850668584,107.36342124559997,100.91392124313788,100.21315091950234,772372.0,208875700.0
